sample_index,company,field,cover,sampling,lab_method,date,year,P,K,Mg,pH,P_class,K_class,Mg_class,pH_class,P2O5,K2O,MgO
1271,B,8,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,-1.240925087004609,-0.5331552280820507,0.3190833725944126,0.8349785950552555,1,2,3,3,,,
1151,B,43,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,0.6135469618196265,3.361849682371848,0.44452141111052607,0.45069274842179685,3,4,3,3,,,
1265,B,8,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,-1.2443153466916734,-0.4038604592703031,0.9211859574717572,-2.239308178012424,0,2,4,2,,,
277,A,59,5.0,0.75,Mehlich3,2020-08-25T00:00:00,2020,-0.8340939245568791,-0.2422419982556185,0.16855772637507643,-0.702164791478586,1,3,4,3,,,
1698,B,68,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,0.2033255396848319,-0.4038604592703031,0.9713611728782026,-1.0864506381120447,1,2,4,2,,,
1594,B,2,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,-0.38996990555144084,-0.27456569045855544,-0.6844209355344951,-0.3178789448451239,2,2,2,3,,,
358,A,64,5.0,0.75,Mehlich3,2020-08-25T00:00:00,2020,4.329271578842226,-0.3715367670673662,0.3190833725944126,-0.5484504528252019,4,3,4,3,,,
925,B,15,0.0,0.5,Mehlich3,2020-11-01T00:00:00,2020,0.14908138469180143,-0.19375645995121316,-0.7095085432377177,0.06640690178833476,2,2,2,3,,,
236,A,56,5.0,0.75,Mehlich3,2020-08-25T00:00:00,2020,0.4474242371534699,-0.6139644585893931,-1.645276310567924,0.06640690178833476,3,2,2,3,,,
782,B,50,0.0,0.5,Mehlich3,2020-11-01T00:00:00,2020,-0.2509692583817998,0.6628213834266152,-0.03214313525070509,-1.0864506381120447,1,2,3,2,,,
1454,B,11,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,-0.9595335329782626,-0.015976152835060094,0.7455727035491984,-0.3178789448451239,1,2,3,3,,,
1667,B,73,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,0.10500800875996413,-0.25840384435708696,-0.15758117376681854,0.45069274842179685,2,2,3,3,,,
1111,B,35,5.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,0.14569112500473674,1.002220151557453,-0.5088076816119362,-0.3178789448451239,2,3,2,3,,,
1375,B,15,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,-0.3153841924360236,-0.5654789202849877,0.04311968785896298,0.8349785950552555,2,2,3,3,,,
1678,B,74,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,-0.4476043202315358,-0.7432592274011408,-0.2579316045797093,-2.239308178012424,1,2,3,2,,,
208,A,56,5.0,0.75,Mehlich3,2020-08-25T00:00:00,2020,-0.32216471181015255,-0.7755829196040777,-2.0190816653459422,0.8349785950552555,2,2,2,3,,,
1611,B,2,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,1.5492586354494051,-0.22608015215415006,-0.4837200739087135,0.06640690178833476,4,2,2,3,,,
1351,B,15,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,0.08127619095051312,0.0648330776722822,-0.18266878147004123,-1.4707364847455033,1,2,3,2,,,
1512,B,75,4.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,-0.5391413317822751,-0.7594210735026092,0.9713611728782026,-1.0864506381120447,1,2,4,2,,,
58,A,47,0.0,0.5,Mehlich3,2020-08-25T00:00:00,2020,0.5559125471395313,-0.30688938266149235,-0.3081068199861547,0.8349785950552555,3,3,4,3,,,
792,B,50,0.0,0.5,Mehlich3,2020-11-01T00:00:00,2020,0.3931800821604395,0.29109892309284063,0.34417098029763527,-1.4707364847455033,1,2,3,2,,,
1373,B,15,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,0.04398333439280427,-0.5654789202849877,-0.4084572507990455,-0.3178789448451239,2,2,3,3,,,
596,A,77,5.0,1.0,Mehlich3,2020-08-25T00:00:00,2020,-0.8069718470603638,-0.7755829196040777,0.49469662651697144,1.2192644416887142,1,2,4,3,,,
1296,B,16,5.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,0.18637424124950983,-0.7755829196040777,-0.28301921228293203,0.06640690178833476,3,2,3,3,,,
1612,B,2,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,0.8406943608529419,-0.7432592274011408,-0.4837200739087135,0.06640690178833476,3,2,2,3,,,
363,A,64,5.0,0.75,Mehlich3,2020-08-25T00:00:00,2020,-0.7391666533190756,0.11331861597668758,-0.6593333278312724,1.449835949668792,1,3,3,3,,,
567,A,63,5.0,1.0,Mehlich3,2020-08-25T00:00:00,2020,2.193407975991644,-0.06446169113946547,1.272412465316875,0.45069274842179685,4,3,4,3,,,
354,A,64,5.0,0.75,Mehlich3,2020-08-25T00:00:00,2020,0.888157996471844,-1.098819841633447,0.7204850958459756,0.6812642564018714,3,2,4,3,,,
427,A,65,0.0,1.0,Mehlich3,2020-08-25T00:00:00,2020,0.30164307060970014,0.00018569326640836497,-1.01055983567639,1.334550195678753,3,3,3,3,,,
946,B,15,0.0,0.5,Mehlich3,2020-11-01T00:00:00,2020,0.12534956688235044,0.25877523088990373,-0.609158112424827,-0.702164791478586,2,2,2,3,,,
1389,B,44,5.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,-0.10518809183802974,-0.015976152835060094,1.4480257192394337,0.45069274842179685,2,2,4,3,,,
1571,B,24,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,-0.10179783215096551,-0.11294722944387085,-0.18266878147004123,0.45069274842179685,2,2,3,3,,,
964,B,15,0.0,0.5,Mehlich3,2020-11-01T00:00:00,2020,1.1424274730016752,0.3880699997016514,-0.6593333278312724,-0.702164791478586,4,2,2,3,,,
1554,B,6,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,-0.23740821963354214,-0.35537492096589773,-0.45863246620549086,-0.702164791478586,2,2,2,3,,,
802,B,50,0.0,0.5,Mehlich3,2020-11-01T00:00:00,2020,-0.7459471726932045,0.3880699997016514,0.9462735651749798,0.45069274842179685,1,2,4,3,,,
292,A,59,5.0,0.75,Mehlich3,2020-08-25T00:00:00,2020,-1.0748023623384526,-0.4523459975747085,-0.0070555275474824,-0.702164791478586,1,2,4,3,,,
677,B,0,0.0,0.5,Mehlich3,2020-11-01T00:00:00,2020,-0.8340939245568791,-0.06446169113946547,0.21873294178152183,-0.3178789448451239,1,2,3,3,,,
1325,B,17,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,0.49149761308530726,1.2769715352824167,0.16855772637507643,0.45069274842179685,3,3,3,3,,,
1458,B,11,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,-0.8781673004887167,-0.7270973812996723,-0.3081068199861547,-0.3178789448451239,1,2,3,3,,,
118,A,60,5.0,0.5,Mehlich3,2020-08-25T00:00:00,2020,0.5118391712076941,-0.5169933819805823,-0.7596837586441632,0.06640690178833476,3,2,3,3,,,
1088,B,29,5.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,1.6848690229319816,-1.5513515324745637,-1.5348908366737444,0.06640690178833476,4,1,2,3,,,
922,B,15,0.0,0.5,Mehlich3,2020-11-01T00:00:00,2020,0.36266774497685955,-1.0826579955319784,-0.8600341894570539,-0.3178789448451239,3,1,2,3,,,
588,A,63,5.0,1.0,Mehlich3,2020-08-25T00:00:00,2020,-0.8442647036180725,-0.7270973812996723,-1.0607350510828355,0.06640690178833476,1,2,3,3,,,
233,A,56,5.0,0.75,Mehlich3,2020-08-25T00:00:00,2020,-0.2543595180688642,-0.6301263046908615,-1.4621367743343985,0.45069274842179685,2,2,2,3,,,
1317,B,10,5.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,-0.14587120808280282,0.905249074948642,0.26890815718796723,0.45069274842179685,2,3,3,3,,,
1432,B,31,5.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,0.3796190434121816,0.24261338478843525,-0.08231835065715047,0.06640690178833476,3,2,3,3,,,
196,A,56,5.0,0.75,Mehlich3,2020-08-25T00:00:00,2020,-0.4137017233608916,-0.16143276774827622,-1.8083457606388715,-1.0864506381120447,1,3,2,2,,,
1173,B,19,4.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,0.2609599543649271,1.1315149203692005,0.369258588000858,-1.4707364847455033,1,3,3,2,,,
1223,B,20,5.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,-0.18994458401464012,0.9214109210501106,0.369258588000858,0.45069274842179685,2,3,3,3,,,
1446,B,9,4.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,-0.847654963305137,-0.25840384435708696,1.4480257192394337,0.8349785950552555,1,2,4,3,,,
81,A,49,5.0,0.5,Mehlich3,2020-08-25T00:00:00,2020,-1.2070224901339648,-0.5816407663864561,2.953282181432795,0.8349785950552555,1,2,4,3,,,
1620,B,67,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,0.08466645063757736,0.00018569326640836497,-0.7095085432377177,-0.3178789448451239,2,2,2,3,,,
1547,B,6,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,-0.6408491223942075,-0.5654789202849877,-0.45863246620549086,-1.4707364847455033,1,2,2,2,,,
1444,B,9,4.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,-0.7086543161354959,-0.17759461384974468,1.5483761500523245,1.2192644416887142,1,2,4,3,,,
915,B,15,0.0,0.5,Mehlich3,2020-11-01T00:00:00,2020,0.3897898224733748,-0.5008315358791139,-0.7847713663473859,0.45069274842179685,3,2,2,3,,,
380,A,64,5.0,0.75,Mehlich3,2020-08-25T00:00:00,2020,0.5118391712076941,0.11331861597668758,0.49469662651697144,0.48912133308514205,3,3,4,3,,,
111,A,49,5.0,0.5,Mehlich3,2020-08-25T00:00:00,2020,-0.9595335329782626,-0.8079066118070146,0.9211859574717572,0.45069274842179685,1,2,4,3,,,
1465,B,25,5.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,-0.9968263895359712,-1.4058949175613475,0.09329490326540836,-0.702164791478586,1,1,3,3,,,
84,A,49,5.0,0.5,Mehlich3,2020-08-25T00:00:00,2020,-0.8612160020533945,-0.4846696897776454,2.1755663426328917,1.6035502883221764,1,2,4,3,,,
1455,B,11,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,-0.4679458783539223,-0.4846696897776454,-0.3081068199861547,0.06640690178833476,2,2,3,3,,,
986,B,15,0.0,0.5,Mehlich3,2020-11-01T00:00:00,2020,-0.4611653589797934,-0.38769861316883464,-0.18266878147004123,-0.3178789448451239,2,2,3,3,,,
1452,B,11,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,-0.847654963305137,-0.25840384435708696,0.06820729556218567,0.06640690178833476,1,2,3,3,,,
1423,B,30,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,0.3796190434121816,1.3739426118912275,-0.03214313525070509,-0.3178789448451239,3,3,3,3,,,
857,B,15,0.0,0.5,Mehlich3,2020-11-01T00:00:00,2020,-0.0543341965320635,0.03250938546934529,-0.3081068199861547,0.8349785950552555,2,2,3,3,,,
1133,B,36,5.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,-0.376408866803183,0.4042318458031198,-0.609158112424827,-0.3178789448451239,2,2,2,3,,,
1237,B,20,5.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,0.9898657870837765,2.941641683733668,-0.28301921228293203,1.987836134955635,4,4,3,3,,,
310,A,62,5.0,0.75,Mehlich3,2020-08-25T00:00:00,2020,-0.2882621149395084,-0.5978026124879247,0.9964487805814253,0.45069274842179685,2,2,4,3,,,
1593,B,2,0.0,4.0,Mehlich3,2020-08-01T00:00:00,2020,0.03720281501867582,-0.2099183060526816,0.21873294178152183,0.06640690178833476,2,2,3,3,,,
